"source","action","data_class","target","git_tracked","bytes","reason"
"wiki/systems-hub/operations/harness/runs/2026-06-03-all-agents-aligned-on-harness-layers.md","archive","internal","operations/runs/","no","1468","Historical execution evidence"
"wiki/systems-hub/operations/harness/runs/2026-06-03-code-delivery-lane-build.md","archive","internal","operations/runs/","no","1927","Historical execution evidence"
"wiki/systems-hub/operations/harness/runs/2026-06-03-cos-harness-defaults-update.md","archive","internal","operations/runs/","no","2608","Historical execution evidence"
"wiki/systems-hub/operations/harness/runs/2026-06-03-designer-improvement-loop-build.md","archive","internal","operations/runs/","no","1849","Historical execution evidence"
"wiki/systems-hub/operations/harness/runs/2026-06-03-designer-landing-page-second-pass-refinement.md","archive","internal","operations/runs/","no","1666","Historical execution evidence"
"wiki/systems-hub/operations/harness/runs/2026-06-03-designer-notification-enabled.md","archive","internal","operations/runs/","no","911","Historical execution evidence"
"wiki/systems-hub/operations/harness/runs/2026-06-03-designer-notification-retry.md","archive","internal","operations/runs/","no","1658","Historical execution evidence"
"wiki/systems-hub/operations/harness/runs/2026-06-03-designer-weekly-improvement-review.md","archive","internal","operations/runs/","no","2700","Historical execution evidence"
"wiki/systems-hub/operations/harness/runs/2026-06-03-designer-workflow-first-hero-spec.md","archive","internal","operations/runs/","no","1540","Historical execution evidence"
"wiki/systems-hub/operations/harness/runs/2026-06-03-engineer-briefed-on-code-delivery.md","archive","internal","operations/runs/","no","1330","Historical execution evidence"
"wiki/systems-hub/operations/harness/runs/2026-06-03-orchestrator-build.md","archive","internal","operations/runs/","no","2288","Historical execution evidence"
"wiki/systems-hub/operations/harness/runs/2026-06-03-orchestrator-daily-recap.md","archive","internal","operations/runs/","no","4231","Historical execution evidence"
"wiki/systems-hub/operations/harness/runs/2026-06-03-schedule-option-1.md","archive","internal","operations/runs/","no","1581","Historical execution evidence"
"wiki/systems-hub/operations/harness/runs/2026-06-03-social-accounts-logged.md","archive","internal","operations/runs/","no","1353","Historical execution evidence"
"wiki/systems-hub/operations/harness/runs/2026-06-04-designer-four-slide-proof-refinement.md","archive","internal","operations/runs/","no","1259","Historical execution evidence"
"wiki/systems-hub/operations/harness/runs/2026-06-04-designer-landing-hero-video-slide-spec.md","archive","internal","operations/runs/","no","1486","Historical execution evidence"
"wiki/systems-hub/operations/harness/runs/2026-06-04-designer-video-playback-bug-review.md","archive","internal","operations/runs/","no","1367","Historical execution evidence"
"wiki/systems-hub/operations/harness/runs/2026-06-04-orchestrator-daily-recap.md","archive","internal","operations/runs/","no","4161","Historical execution evidence"
"wiki/systems-hub/operations/harness/runs/2026-06-05-livestream-content-extractor.md","archive","internal","operations/runs/","no","2787","Historical execution evidence"
"wiki/systems-hub/operations/harness/runs/2026-06-05-orchestrator-daily-recap.md","archive","internal","operations/runs/","no","3992","Historical execution evidence"
"wiki/systems-hub/operations/harness/runs/2026-06-05-traders-hub-discipline-clip.md","archive","internal","operations/runs/","no","2449","Historical execution evidence"
"wiki/systems-hub/operations/harness/runs/2026-06-06-designer-traders-hub-platform-ui-ux-audit.md","archive","internal","operations/runs/","no","3741","Historical execution evidence"
"wiki/systems-hub/operations/harness/runs/2026-06-06-orchestrator-daily-recap.md","archive","internal","operations/runs/","no","4620","Historical execution evidence"
"wiki/systems-hub/operations/harness/runs/2026-06-06-traders-hub-calendar-recap-risk-nav-review.md","archive","internal","operations/runs/","no","1692","Historical execution evidence"
"wiki/systems-hub/operations/harness/runs/2026-06-06-traders-hub-dashboard-review-release.md","archive","internal","operations/runs/","no","1436","Historical execution evidence"
"wiki/systems-hub/operations/harness/runs/2026-06-07-orchestrator-daily-recap.md","archive","internal","operations/runs/","no","5755","Historical execution evidence"
"wiki/systems-hub/operations/harness/runs/2026-06-07-social-kpi-report.md","archive","internal","operations/runs/","no","9853","Historical execution evidence"
"wiki/systems-hub/operations/harness/runs/2026-06-07-trader-simulation-pilot-and-batch.md","archive","internal","operations/runs/","no","2877","Historical execution evidence"
"wiki/systems-hub/operations/harness/runs/2026-06-07-trader-simulator-agent-build.md","archive","internal","operations/runs/","no","2670","Historical execution evidence"
"wiki/systems-hub/operations/harness/runs/2026-06-07-traders-hub-launch-integrity-engineering-brief.md","archive","internal","operations/runs/","no","2096","Historical execution evidence"
"wiki/systems-hub/operations/harness/runs/2026-06-07-traders-hub-launch-integrity-phase-1-delivery-review.md","archive","internal","operations/runs/","no","2109","Historical execution evidence"
"wiki/systems-hub/operations/harness/runs/2026-06-07-traders-hub-launch-integrity-phase-1.md","archive","internal","operations/runs/","no","3368","Historical execution evidence"
"wiki/systems-hub/operations/harness/runs/2026-06-07-weekly-review-daily-evidence-reconstruction.md","archive","internal","operations/runs/","no","2416","Historical execution evidence"
"wiki/systems-hub/operations/harness/runs/2026-06-07-weekly-review-integrity-production-release.md","archive","internal","operations/runs/","no","2075","Historical execution evidence"
"wiki/systems-hub/operations/harness/runs/2026-06-07-weekly-review-onboarding-question-sync.md","archive","internal","operations/runs/","no","2305","Historical execution evidence"
"wiki/systems-hub/operations/harness/runs/2026-06-08-company-core-project-package-migration.md","archive","internal","operations/runs/","no","2363","Historical execution evidence"
"wiki/systems-hub/operations/harness/runs/2026-06-08-model-access-and-token-efficiency-controls.md","archive","internal","operations/runs/","no","1263","Historical execution evidence"
"wiki/systems-hub/operations/harness/runs/2026-06-08-security-and-agent-improvement-upgrade.md","archive","internal","operations/runs/","no","2166","Historical execution evidence"
"wiki/systems-hub/operations/harness/runs/2026-06-08-traders-hub-source-reconciliation.md","archive","internal","operations/runs/","no","3254","Historical execution evidence"
"wiki/systems-hub/operations/harness/runs/2026-06-08-weekly-business-review.md","archive","internal","operations/runs/","no","12950","Historical execution evidence"
"wiki/systems-hub/operations/harness/runs/2026-06-09-orchestrator-daily-recap.md","archive","internal","operations/runs/","no","4696","Historical execution evidence"
"wiki/systems-hub/operations/harness/runs/2026-06-10-designer-weekly-improvement-review.md","archive","internal","operations/runs/","no","5292","Historical execution evidence"
"wiki/systems-hub/operations/harness/runs/2026-06-12-orchestrator-daily-recap.md","archive","internal","operations/runs/","no","4465","Historical execution evidence"
"wiki/systems-hub/operations/harness/runs/2026-06-12-security-exposure-and-integrity-review.md","archive","internal","operations/runs/","no","5058","Historical execution evidence"
"wiki/systems-hub/operations/harness/runs/2026-06-15-orchestrator-daily-recap.md","archive","internal","operations/runs/","no","3637","Historical execution evidence"
"wiki/systems-hub/operations/harness/runs/2026-06-15-security-exposure-and-integrity-review.md","archive","internal","operations/runs/","no","6847","Historical execution evidence"
"wiki/systems-hub/operations/harness/runs/2026-06-15-social-kpi-report.md","archive","internal","operations/runs/","no","11861","Historical execution evidence"
"wiki/systems-hub/operations/harness/runs/2026-06-15-weekly-business-review.md","archive","internal","operations/runs/","no","11972","Historical execution evidence"
"wiki/systems-hub/operations/harness/runs/gates/traders-hub-delivery-gate-2026-06-03T10-58-10-801Z.json","archive","internal","operations/runs/","no","940","Historical execution evidence"
"wiki/systems-hub/operations/harness/runs/gates/traders-hub-delivery-gate-2026-06-03T15-16-08-621Z.json","archive","internal","operations/runs/","no","1011","Historical execution evidence"
"wiki/systems-hub/operations/harness/runs/gates/traders-hub-delivery-gate-2026-06-03T16-05-23-076Z.json","archive","internal","operations/runs/","no","1011","Historical execution evidence"
"wiki/systems-hub/operations/harness/runs/gates/traders-hub-delivery-gate-2026-06-03T16-35-58-477Z.json","archive","internal","operations/runs/","no","1030","Historical execution evidence"
"wiki/systems-hub/operations/harness/runs/gates/traders-hub-delivery-gate-2026-06-04T00-56-30-296Z.json","archive","internal","operations/runs/","no","1030","Historical execution evidence"
"wiki/systems-hub/operations/harness/runs/gates/traders-hub-delivery-gate-2026-06-04T01-04-35-918Z.json","archive","internal","operations/runs/","no","1030","Historical execution evidence"
"wiki/systems-hub/operations/harness/runs/gates/traders-hub-delivery-gate-2026-06-04T01-07-58-289Z.json","archive","internal","operations/runs/","no","1030","Historical execution evidence"
"wiki/systems-hub/operations/harness/runs/gates/traders-hub-delivery-gate-2026-06-06T16-06-56-660Z.json","archive","internal","operations/runs/","no","1031","Historical execution evidence"
"wiki/systems-hub/operations/harness/runs/gates/traders-hub-delivery-gate-2026-06-06T19-00-16-000Z.json","archive","internal","operations/runs/","no","1773","Historical execution evidence"
"wiki/systems-hub/operations/harness/runs/gates/traders-hub-delivery-gate-2026-06-07T10-51-06-598Z.json","archive","internal","operations/runs/","no","1700","Historical execution evidence"
"wiki/systems-hub/operations/harness/runs/gates/traders-hub-delivery-gate-2026-06-07T10-53-07-043Z.json","archive","internal","operations/runs/","no","1700","Historical execution evidence"
"wiki/systems-hub/operations/harness/runs/gates/traders-hub-delivery-gate-2026-06-07T12-06-54-284Z.json","archive","internal","operations/runs/","no","1784","Historical execution evidence"
"wiki/systems-hub/operations/harness/runs/gates/traders-hub-delivery-gate-2026-06-07T12-19-12-647Z.json","archive","internal","operations/runs/","no","1784","Historical execution evidence"
"wiki/systems-hub/operations/harness/runs/gates/traders-hub-delivery-gate-2026-06-07T12-21-42-667Z.json","archive","internal","operations/runs/","no","1784","Historical execution evidence"
"wiki/systems-hub/operations/harness/runs/gates/traders-hub-delivery-gate-2026-06-08T09-12-38-942Z.json","archive","internal","operations/runs/","no","1616","Historical execution evidence"
"wiki/systems-hub/operations/harness/runs/gates/traders-hub-delivery-gate-2026-06-08T09-13-47-456Z.json","archive","internal","operations/runs/","no","1616","Historical execution evidence"
"wiki/systems-hub/operations/harness/runs/gates/traders-hub-delivery-gate-2026-06-08T13-45-18-293Z.json","archive","internal","operations/runs/","no","3913","Historical execution evidence"
"wiki/systems-hub/operations/harness/runs/gates/traders-hub-delivery-gate-2026-06-08T13-46-58-864Z.json","archive","internal","operations/runs/","no","3891","Historical execution evidence"
"wiki/systems-hub/operations/harness/runs/gates/traders-hub-delivery-gate-2026-06-09T13-48-20-824Z.json","archive","internal","operations/runs/","no","1903","Historical execution evidence"
"wiki/systems-hub/operations/harness/runs/gates/traders-hub-delivery-gate-2026-06-15T09-03-49-972Z.json","archive","internal","operations/runs/","no","1656","Historical execution evidence"
"wiki/systems-hub/operations/harness/runs/README.md","archive","internal","operations/runs/","no","303","Historical execution evidence"
"wiki/systems-hub/operations/harness/runs/receipts/2026-06-09-traders-hub-performance-review-setup-deploy.md","archive","internal","operations/runs/","no","974","Historical execution evidence"
"wiki/systems-hub/operations/harness/runs/release-notes/2026-06-09-traders-hub-performance-review-setup.md","archive","internal","operations/runs/","no","1060","Historical execution evidence"
"wiki/systems-hub/operations/harness/runs/simulations/trader-simulation-260607-weekly-v1.json","archive","internal","operations/runs/","no","115258","Historical execution evidence"
"wiki/systems-hub/overview.md","consolidate","internal","company/","yes","1065","Company knowledge source"
"wiki/traders-hub/beta-feedback.md","consolidate","internal","projects/traders-hub/knowledge/","no","774","Merge product knowledge into one project package"
"wiki/traders-hub/beta-readiness.md","consolidate","internal","projects/traders-hub/knowledge/","yes","3430","Merge product knowledge into one project package"
"wiki/traders-hub/deferred-features.md","consolidate","internal","projects/traders-hub/knowledge/","yes","1805","Merge product knowledge into one project package"
"wiki/traders-hub/future-vision.md","consolidate","internal","projects/traders-hub/knowledge/","yes","1564","Merge product knowledge into one project package"
"wiki/traders-hub/integration-plan-legal-docs.md","consolidate","internal","projects/traders-hub/knowledge/","no","5207","Merge product knowledge into one project package"
"wiki/traders-hub/launch-blockers.md","consolidate","internal","projects/traders-hub/knowledge/","no","13258","Merge product knowledge into one project package"
"wiki/traders-hub/overview.md","consolidate","internal","projects/traders-hub/knowledge/","yes","1633","Merge product knowledge into one project package"
"wiki/traders-hub/simulation/coverage.md","consolidate","internal","projects/traders-hub/knowledge/","no","815","Merge product knowledge into one project package"
"wiki/traders-hub/simulation/findings.md","consolidate","internal","projects/traders-hub/knowledge/","no","596","Merge product knowledge into one project package"
"wiki/traders-hub/simulation/README.md","consolidate","internal","projects/traders-hub/knowledge/","no","981","Merge product knowledge into one project package"
"wiki/traders-hub/simulation/reports/2026-06-07-controlled-pilot.md","consolidate","internal","projects/traders-hub/knowledge/","no","2268","Merge product knowledge into one project package"
"wiki/traders-hub/simulation/reports/README.md","consolidate","internal","projects/traders-hub/knowledge/","no","207","Merge product knowledge into one project package"
"wiki/traders-hub/simulation/scenario-catalog.md","consolidate","internal","projects/traders-hub/knowledge/","no","4009","Merge product knowledge into one project package"
